Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,Avg_lottary_expanses,Age_group,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Avg_size_per_room,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_education_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_government_satisfaction,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Most_Important_Issue,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Financial_agenda_matters,Num_of_kids_born_last_10_years,Overall_happiness_score
Browns,4,240.4363993,71922.97205,Below_30,6513.441257,Yes,892.8736615,No,Female,After_16:00,0.873066804,0.762793134,4798,537.3393119,50.74160034,10048.73233,405.2684626,17.03500517,23.18058049,11.202,72941.31247,No,,8.419246164,897.405371,45.85384345,80.14546644,100,Education,14,422.6839028,2,Foot_or_bicycle,Student_or_Unemployed,No,0,639.0554874
Browns,1,627.6570566,161803.4651,30-45,43991.81687,No,1022.505682,No,Male,After_16:00,0.988810376,0.654085404,3176,671.357789,26.58363846,9076.40375,,40.18150307,25.91057292,12.824,82539.44534,Maybe,598099.3274,7.205041626,773.3688172,81.10600282,209.2190189,80,Healthcare,14,370.3772083,2,Foot_or_bicycle,Student_or_Unemployed,No,1,681.8935797
Violets,9,281.5386806,93797.29777,45_and_up,8910.960526,Yes,1171.843657,No,Female,After_16:00,0.960140766,0.648048465,9455,808.681735,12.13332012,11612.14972,769.3901425,75.70222078,28.43732995,6.545,97513.45814,Maybe,998957.5212,4.497424867,999.4786247,77.09422591,93.84622688,100,Education,14,616.5786052,2,Motorcycle_or_truck,Public_Sector,No,0,688.1644662
Turquoises,7,520.0396733,89516.74848,45_and_up,30232.37564,Yes,788.024492,No,Male,By_16:00,0.44556429,0.62068834,3088,511.1776076,55.34447331,6186.389023,311.0333395,6.012528832,22.60923722,6.912,62383.98421,Maybe,266672.4517,9.250858326,516.4033808,45.65625088,173.3465578,60,Financial,8,56.26621002,2,Motorcycle_or_truck,Services_or_Retail,No,0,552.6486142
Turquoises,5,113.4814015,18561.16528,45_and_up,1478.719188,Yes,799.641328,Yes,Male,By_16:00,0.088003034,0.032058962,4150,,65.79930906,5870.73547,333.8539291,87.74586117,21.95332029,5.85,61471.18465,Yes,240770.6825,8.53943255,490.6838926,73.28009116,37.82713383,70,Social,13,135.1740877,6,Car,Industry_or_other,Yes,0,633.6389884
Purples,9,259.1468509,55194.79362,Below_30,7558.281206,Yes,1262.70747,No,Male,After_16:00,0.674285175,0.662177972,9026,956.2604635,8.895068779,8302.117417,634.0672236,40.55168543,30.92346138,6.974,102919.2972,No,408269.4331,8.912634947,638.959649,64.77269975,86.38228362,60,Financial,11,508.5117403,1,Car,Industry_or_other,Yes,0,676.3541762
Turquoises,9,170.1780336,26117.58197,45_and_up,3284.566359,No,630.6432608,Yes,Male,After_16:00,0.204198625,0.048281915,7943,388.9864404,38.95861474,5382.136193,223.9221341,58.23990591,19.72273917,2.057,49733.6291,Maybe,211983.198,3.889608283,460.4163312,37.13390818,56.72601121,100,Education,12,121.8612446,0,Motorcycle_or_truck,Student_or_Unemployed,No,0,469.0276627
Yellows,,1025.187059,97298.6204,Below_30,117130.4519,Yes,696.624806,Yes,Male,By_16:00,0.034167171,0.973182215,5024,513.037038,93.71938265,3873.318963,439.0588021,28.41044744,22.65032093,8.976,55378.5544,Yes,81068.03448,1.141112747,284.7244887,2.114408673,341.7290196,90,Environment,14,232.6171025,0,Car,Public_Sector,Yes,0,412.8380458
Browns,7,391.5548398,119745.607,30-45,17175.53968,No,1258.949575,No,Female,After_16:00,0.685524453,0.382663316,7818,765.2538843,92.46148008,10705.1312,,21.65535735,27.66322259,8.182,98827.01346,Maybe,841737.1518,3.069469421,917.4623435,,130.5182799,90,Environment,14,673.3776437,2,Public_or_other,Hightech,Yes,0,956.9496905
Khakis,10,116.670906,12739.14268,30-45,1561.345891,No,562.6204427,Yes,Female,After_16:00,0.821142216,0.620793402,8574,370.1255331,61.37482112,,609.5591115,80.53678358,19.23864686,1.426,44229.20498,No,107299.5184,0.349360572,327.566052,91.62473087,38.89030199,90,Environment,9,240.7129581,,Car,Student_or_Unemployed,No,0,393.5017154
Purples,8,593.1675131,101302.1265,30-45,39301.91124,No,921.2574825,No,Female,After_16:00,0.093347405,0.867193351,9288,553.5334613,,6230.516419,183.3484038,23.14802795,23.52729184,6.712,70097.31318,Yes,262497.3474,0.08509144,512.3449496,2.687412919,197.7225044,80,Healthcare,10,249.8018644,0,Public_or_other,Public_Sector,No,0,743.6857448
Greens,10,351.8704698,38296.99371,45_and_up,13884.27099,Yes,851.5063052,Yes,Male,After_16:00,0.011849426,0.326285243,7449,533.1343233,41.67048184,4331.418496,101.734855,79.19673305,23.08970167,2.551,63797.06073,Maybe,106612.0354,6.221429466,326.5149849,23.39628742,117.2901566,100,Education,14,250.8048772,0,Car,Hightech,No,2,678.0678314
Purples,6,266.6814083,88860.0286,30-45,8001.001974,No,1499.962006,No,Female,By_16:00,0.187315038,0.467169574,7104,1000,63.28315097,11996.20062,378.7192439,90.89089963,31.6227766,8.896,119993.541,No,999240.2676,2.286987882,999.6200616,35.78709618,88.89380277,60,Financial,8,865.8061018,3,Motorcycle_or_truck,Public_Sector,No,0,1000
Turquoises,4,570.5894129,88417.73189,45_and_up,36374.89403,No,680.1771839,Yes,Female,After_16:00,0.500823053,0.617592281,3589,398.2551612,62.35202113,5445.268075,,96.56990939,19.95633136,,52425.25929,Maybe,216109.4864,4.96714155,464.8757753,14.74819165,190.196471,80,Healthcare,14,118.903263,2,Public_or_other,Services_or_Retail,Yes,0,550.5199226
Yellows,9,1068.237245,101733.3638,45_and_up,127158.3915,Yes,805.1484549,Yes,Female,After_16:00,0.137782786,0.809050317,3752,533.5608376,72.58054614,3924.165771,310.1424216,78.66352072,23.09893585,10.248,61175.01193,Yes,81627.00967,4.640611105,285.7044096,63.44229076,356.0790817,90,Environment,11,235.9043172,0,Motorcycle_or_truck,Services_or_Retail,Yes,0,592.7465202
Greens,9,265.6529104,29109.24764,45_and_up,7939.825279,Yes,850.4971476,Yes,Male,After_16:00,0.526461755,0.526641244,5057,528.472661,71.01222472,4344.232588,430.5523522,49.04919346,22.98853325,4.943,63598.14971,Maybe,108062.5757,6.06198292,328.7287266,79.69622845,88.55097012,70,Social,9,252.9816539,3,Motorcycle_or_truck,Industry_or_other,Yes,0,683.99776
Browns,4,570.8131631,182918.377,30-45,36403.34519,No,1414.584035,No,Female,By_16:00,0.72317478,0.851825694,5916,938.0139298,75.05168656,11489.59612,67.16321968,74.24068896,30.62701307,10.084,113199.0279,Maybe,924206.9477,6.893727994,961.3568264,28.25091716,190.2710544,80,Healthcare,14,778.3528297,1,Public_or_other,Hightech,Yes,0,948.4716306
Browns,8,530.300135,130525.0122,Below_30,31433.23707,Yes,1068.502596,No,Male,By_16:00,0.779654089,0.688789602,4362,618.7714336,12.19790797,8621.569586,248.42533,51.00946643,24.87511676,11.638,82191.8899,Maybe,545238.5058,8.671589703,738.4026718,87.96896955,176.7667117,60,Financial,12,460.4018169,0,Motorcycle_or_truck,Student_or_Unemployed,Yes,2,875.5360777
Greens,2,758.8060435,71741.30246,45_and_up,64239.22554,No,779.578251,Yes,Female,After_16:00,0.417767893,0.983377536,6635,496.8782698,81.20936775,3830.105949,65.09750499,3.828768479,22.29076647,3.365,58557.17403,No,80448.77975,2.954307445,283.634941,55.16444445,252.9353478,90,Environment,11,241.863784,1,Motorcycle_or_truck,Services_or_Retail,No,0,608.0486283
Turquoises,6,788.000122,92900.68285,30-45,69266.46585,Yes,647.9961448,Yes,Female,After_16:00,0.72950181,0.725010197,5784,412.0845812,94.19068196,4360.996642,130.899895,15.03842154,20.29986653,4.216,50099.95357,Yes,125091.4862,0.657927652,353.682748,75.1734551,262.6667073,100,Education,13,171.4934221,2,Foot_or_bicycle,Public_Sector,Yes,3,483.5034937
Reds,9,707.4472308,117559.2942,30-45,55854.88067,No,811.3251784,Yes,Female,After_16:00,,,4794,513.2083554,50.27946322,6011.634934,324.0822097,36.33458233,22.6541024,7.206,63312.47132,Yes,248524.0073,6.359785462,498.5218223,87.33176256,235.8157436,40,Foreign_Affairs,9,100.057601,1,Motorcycle_or_truck,Public_Sector,No,0,599.1709527
Violets,4,264.8549214,81996.63633,45_and_up,7892.521571,No,1210.838423,No,Female,After_16:00,0.75879399,0.067709855,6841,938.7532767,9.916759236,11165.22935,997.8154295,91.21400674,30.63908087,9.159,103451.2202,No,862617.9467,9.842162866,928.7722792,14.42440958,88.28497379,60,,12,615.2084608,1,Car,Services_or_Retail,Yes,0,546.1664912
Turquoises,2,64.33807582,9049.957365,45_and_up,491.3780253,No,663.0521197,Yes,Male,By_16:00,0.617496632,0.61522941,9545,390.6094127,17.12953737,5001.09512,664.4605172,27.58230404,19.76384104,0.455,50810.56744,Yes,178073.5594,8.026431189,421.9876294,25.40109458,21.44602527,70,Social,9,139.7960834,1,Car,Hightech,No,0,538.6097705
Whites,8,336.476075,31633.73253,45_and_up,12701.73081,Yes,549.2006002,Yes,Male,After_16:00,0.236087688,0.954265972,5623,285.8987635,82.83525319,,660.8253492,72.1596943,16.90854114,4.377,39796.27062,No,79549.0518,1.672923847,282.0444146,66.68766718,112.1586917,70,Social,8,306.746381,3,Foot_or_bicycle,Public_Sector,Yes,0,527.3745431
Khakis,3,995.4881881,111698.4013,Below_30,110452.5775,Yes,578.6528122,Yes,Female,By_16:00,0.458253993,0.911245893,9775,380.0096545,30.65788373,4126.158735,547.0027875,39.79936177,19.49383632,0.225,45460.41491,Maybe,113308.9463,9.846578522,336.6139426,36.57091751,331.829396,80,Healthcare,7,223.4618131,1,Public_or_other,Industry_or_other,Yes,0,
Browns,6,581.2355202,187454.8135,Below_30,,No,1395.876625,No,Male,By_16:00,0.459765041,0.057088907,6007,917.2002281,5.745799677,11509.72863,859.6449173,0.165337208,30.28531374,9.993,111611.6605,Yes,936119.7527,8.917685309,967.5328174,87.81742996,193.7451734,60,Financial,11,769.8753005,5,Motorcycle_or_truck,Services_or_Retail,No,0,947.286276
Turquoises,8,198.5294026,31617.87636,30-45,4455.501321,Yes,747.1253988,Yes,Female,After_16:00,0.279116516,0.312311568,9271,471.2530454,52.94612218,5720.318739,626.8575634,21.31043258,21.70836349,0.729,58482.62358,Maybe,228274.937,2.9252084,477.7812648,46.09608168,66.17646752,80,Healthcare,14,62.16235724,3,Motorcycle_or_truck,Services_or_Retail,Yes,1,550.4390629
Turquoises,7,201.2417651,26918.33749,30-45,4576.885926,No,756.5261643,Yes,Female,After_16:00,0.48595909,0.225026609,3683,529.9551449,49.17129686,5072.745917,303.0845146,32.33253793,23.02075466,6.317,60232.38833,No,161028.4977,9.463889883,401.2835627,34.55068856,67.08058838,60,Financial,9,105.3017287,1,Motorcycle_or_truck,Industry_or_other,No,1,478.8763552
Browns,7,503.7048909,159030.3036,30-45,28368.85909,Yes,1419.959375,No,Male,By_16:00,0.615327483,0.932675016,3231,922.3689549,53.37746716,11316.37337,834.1483341,80.2748875,30.37052773,12.769,112666.4009,No,897118.7829,5.708838243,947.163546,,167.9016303,60,Financial,12,786.5547052,1,Foot_or_bicycle,Hightech,Yes,0,990.2219226
Khakis,7,607.1661395,63484.36917,45_and_up,41173.57993,Yes,578.0987401,Yes,Female,By_16:00,0.253710371,0.738117282,5878,380.5186657,0.206120615,3897.791757,626.7080677,80.82511332,19.50688765,4.122,45170.13803,No,98392.28326,3.102368615,313.6754426,61.66662686,202.3887132,90,Environment,9,239.4986672,0,Car,Student_or_Unemployed,Yes,2,408.5287933
Turquoises,6,268.2922633,32533.50594,Below_30,8097.29059,No,624.1698525,Yes,Female,After_16:00,0.711094203,0.320757196,3695,437.0018376,33.48753799,4511.846848,475.4512815,80.01290173,20.90458891,6.305,50091.00968,Yes,132339.0295,4.737667849,363.7843173,26.61212708,89.43075442,80,Healthcare,12,186.6789345,2,Car,Student_or_Unemployed,No,0,388.9795338
Browns,10,987.6973716,,Below_30,108733.2433,No,1020.419473,No,Male,After_16:00,0.740201177,0.824565084,6325,575.3826753,96.65330534,10067.87596,290.4203017,30.91011294,23.98713562,9.675,80206.28418,Maybe,795148.6165,2.125372004,891.7110611,10.79550509,329.2324572,60,Financial,10,515.6777274,1,Public_or_other,Hightech,Yes,0,826.8079182
Whites,5,676.1854248,105781.2253,45_and_up,51038.365,No,678.7686404,Yes,Male,By_16:00,0.164725091,0.2461554,4018,441.6006227,28.23817295,5576.347005,619.8866346,40.52821002,21.01429567,5.982,54088.64224,No,220256.1712,2.181024065,469.3145759,50.16876929,225.3951416,60,Financial,6,72.97906612,3,Motorcycle_or_truck,Industry_or_other,Yes,0,468.7932447
Yellows,4,-263.4271142,-48282.72825,45_and_up,7632.618128,No,564.2230094,No,Male,By_16:00,0.460550867,0.22010915,7196,331.9634091,26.41577206,6162.532579,378.5469241,80.13618318,18.21986304,6.804,45586.31717,Maybe,302346.6531,7.177151369,549.8605761,73.33810995,-87.80903806,100,Education,16,192.2833673,3,Public_or_other,Industry_or_other,Yes,0,420.9397671
Blues,10,1849.588006,375585.6259,45_and_up,380734.9507,No,479.8161817,No,Female,After_16:00,0.094913788,0.051058201,6251,380.6634713,91.05121687,6853.261329,364.4651498,33.48463932,19.51059895,7.749,44319.15299,Yes,371116.6457,2.653052467,609.1934387,72.83154153,616.5293354,60,Financial,8,383.2121762,1,Motorcycle_or_truck,Student_or_Unemployed,Yes,0,152.5994274
Turquoises,,449.650647,62754.25878,30-45,22624.96181,Yes,699.8491946,Yes,Male,After_16:00,0.549529926,0.753268783,4033,418.585813,91.94213299,5024.039311,465.0724509,75.81912808,20.45936981,5.967,53542.19127,Maybe,175298.6101,2.748120681,418.6867685,76.80105052,149.883549,60,Financial,11,130.9472528,2,Car,Public_Sector,Yes,0,
Turquoises,8,231.2155044,37480.89225,30-45,6027.139555,No,721.3475299,Yes,Female,By_16:00,0.844252616,0.050169917,7601,455.1082997,6.022507208,,59.71513409,76.98207889,21.33326744,2.399,56779.42494,No,236498.5299,2.414930698,486.3111452,11.32490938,77.07183481,100,Education,14,53.76873114,2,Motorcycle_or_truck,Hightech,Yes,1,526.2378914
Browns,3,551.4121491,179896.7752,30-45,33977.73274,Yes,1048.745948,No,Female,By_16:00,0.252030239,0.870357465,5350,608.3100586,,11004.04186,24.69634474,62.36230943,24.66394248,10.65,83859.48481,Maybe,957936.2435,1.104365473,978.7421742,29.42934963,183.8040497,90,Environment,15,578.8284651,,Car,Services_or_Retail,No,2,806.7853548
Turquoises,10,126.6665894,,30-45,1834.936072,Yes,608.2115652,Yes,Male,By_16:00,0.428000308,0.248002635,8729,375.2848533,98.23641747,4391.111917,448.7283416,94.48382768,19.37227022,1.271,46977.99968,Yes,132535.4759,9.976442545,364.0542211,24.39809232,42.22219648,90,Environment,12,187.2238268,1,Foot_or_bicycle,Services_or_Retail,Yes,1,468.0995501
Turquoises,10,255.0296734,36894.73796,Below_30,7321.691484,No,620.3861963,Yes,Female,After_16:00,0.901847993,0.781238931,6512,418.5553604,58.3414044,,618.9071415,97.15312845,20.45862557,3.488,50075.66688,No,188360.5458,7.478992303,434.005237,29.75564825,85.00989115,90,Environment,14,144.480191,0,Motorcycle_or_truck,Industry_or_other,Yes,0,400.5716966
Khakis,5,624.0916216,105136.2948,45_and_up,43494.73634,No,701.2459009,No,Female,By_16:00,0.288234731,0.541059985,4056,445.7314941,54.95319872,5945.350484,860.7951987,28.87526914,21.11235406,5.944,55729.36761,Maybe,255417.7882,3.887649041,505.3887496,48.43311345,208.0305405,80,Healthcare,8,54.54286491,3,Foot_or_bicycle,Industry_or_other,No,0,499.0973626
Browns,2,194.9834932,53640.6636,Below_30,4299.279233,Yes,1247.862659,No,Male,By_16:00,0.639082705,0.15949089,8928,792.1932309,20.71427144,9837.494874,264.5832899,61.96020928,28.14592743,7.072,98214.19546,No,681137.9847,3.683603946,825.3108412,47.85560451,64.99449773,100,,12,595.8175301,1,Foot_or_bicycle,Public_Sector,No,1,904.715334
Khakis,8,413.3612953,65363.69263,45_and_up,19133.07159,Yes,685.8815667,Yes,Male,After_16:00,0.722091499,0.885339885,4462,449.1145168,89.75059732,5642.047096,540.9700074,26.97632683,21.19232212,5.538,54768.70681,No,225038.0981,3.923603042,474.3818063,75.22024212,137.7870984,90,Environment,8,65.10832659,2,Foot_or_bicycle,Services_or_Retail,No,1,468.4806418
Browns,5,463.8554025,114334.7109,30-45,24071.48895,No,1073.427798,No,,By_16:00,0.101761964,0.128454135,3957,674.3247156,98.51161351,8743.28429,220.1136868,46.84352914,25.96776301,12.043,84575.95995,Maybe,546806.247,0.534175234,739.4634859,40.9850193,154.6184675,80,Healthcare,13,411.1673544,2,Foot_or_bicycle,Public_Sector,Yes,0,785.1784104
Browns,9,,87782.60774,45_and_up,8340.853603,No,1382.49391,No,Female,After_16:00,0.24093086,0.927916983,8151,915.9923106,60.76175331,11502.34809,350.8608239,5.810575397,30.26536487,7.849,110943.2738,Maybe,935159.2964,1.148652639,967.036347,55.14424113,90.77487936,70,Social,13,754.9355269,4,Public_or_other,Services_or_Retail,Yes,0,922.7943919
Turquoises,3,926.3938986,101070.7254,45_and_up,95674.98189,No,617.2428673,Yes,Male,By_16:00,,0.373487038,5987,373.322367,,4019.682008,647.0173167,91.26545596,19.32155188,4.013,46861.98148,Yes,107127.73,2.542088432,327.3037274,57.53122745,308.7979662,70,Social,12,214.1960758,3,Public_or_other,Public_Sector,No,0,497.0447285
Oranges,1,113.0105599,9074.845108,30-45,1466.713146,Yes,820.3829982,Yes,Male,After_16:00,0.06049507,0.853244599,6920,551.2585715,97.29591014,3511.542933,439.3552064,51.75937668,23.4788963,5.08,62003.39076,Yes,58034.05257,0.898957567,240.902579,,37.67018662,30,Military,8,282.5296932,0,Car,Services_or_Retail,Yes,1,600.3200519
Turquoises,8,400.016161,50953.71884,Below_30,17922.55306,Yes,697.7522852,Yes,Female,After_16:00,0.2762797,0.267924599,4932,427.6569682,34.51200032,4676.688456,726.0869222,81.49876578,20.67986867,5.068,53342.66849,Maybe,146029.0322,0.91209091,382.137452,65.89788001,133.3387203,90,Environment,11,146.8163679,1,Public_or_other,Services_or_Retail,Yes,2,549.2945373
Khakis,,178.4268202,19389.67155,30-45,3606.823402,Yes,575.720246,Yes,Male,By_16:00,0.401794528,0.346812456,6019,,81.55450455,4017.726848,246.1877363,,19.46306723,3.981,45147.76543,Yes,106282.838,5.459947742,326.0104876,87.92083401,59.47560673,60,Financial,5,232.5996043,1,Car,Industry_or_other,Yes,0,404.3786196
Turquoises,1,335.2279205,55087.65837,30-45,12608.16027,No,722.684367,Yes,Male,By_16:00,0.114111527,0.975055928,9036,460.4711141,45.91032683,5850.811281,187.643663,7.540876768,21.45859068,0.964,57130.70351,No,243036.0888,2.145662326,492.9869053,89.12100317,111.7426402,90,Environment,12,43.9654717,4,Motorcycle_or_truck,Industry_or_other,No,1,517.9233475
Browns,5,188.7944946,56971.77654,45_and_up,4033.304966,No,1364.886572,No,Female,After_16:00,0.547889,0.137421588,7570,888.1505366,88.16287136,10829.28379,540.0003181,42.96300255,29.80185458,,,Maybe,819564.96,6.526194175,905.2982713,80.82729697,62.93149821,70,Social,11,719.3509576,2,Car,Hightech,No,4,950.0425229
Turquoises,9,242.2948011,38876.13029,45_and_up,6613.739451,Yes,701.2401363,Yes,Female,After_16:00,0.477976442,0.959756222,7780,419.2133998,53.30193914,5651.918064,348.6318921,90.10298988,20.47470146,2.22,54407.41267,Yes,231696.9816,4.443136603,481.3491265,69.28456649,80.76493371,60,Financial,11,97.6709146,2,Public_or_other,Public_Sector,No,1,551.6263277
Oranges,9,401.5542123,64522.72025,Below_30,18060.04978,Yes,808.1433563,Yes,Female,By_16:00,0.726530515,0.099926289,7012,461.9730768,69.13815418,5744.420073,606.6052192,25.26801601,21.49355896,4.988,60984.14281,Maybe,232369.688,5.804743834,482.0473919,21.99507719,133.8514041,30,Military,9,192.9634961,0,Motorcycle_or_truck,Hightech,Yes,1,688.325696
Greys,2,182.1375828,30473.49281,30-45,3756.723534,No,697.0131721,No,Male,By_16:00,0.829972008,0.177144864,5404,447.1321896,48.71731168,5913.573247,380.4038484,12.2694646,21.14550046,6.596,55545.85143,Maybe,251934.6151,6.509002191,501.9308867,46.5485696,60.71252759,30,Military,7,54.07516853,2,Foot_or_bicycle,Hightech,Yes,1,488.8022256
Turquoises,3,330.3794913,40798.90331,30-45,12247.97186,Yes,696.7695488,Yes,Male,After_16:00,0.29722374,0.439821844,7808,,48.02826084,4560.694257,187.4391441,13.322026,20.68771846,2.192,53165.35895,No,137250.308,4.167681171,370.4730867,93.18900355,110.1264971,60,Financial,9,156.1167882,1,Public_or_other,Industry_or_other,No,1,549.0774292
Browns,5,530.1971005,167001.1608,30-45,31421.06185,Yes,1086.565099,No,Male,After_16:00,0.883852371,0.799549508,3638,650.3171937,66.23311818,10750.01617,315.9620191,29.34071452,25.50131749,12.362,86801.47166,Maybe,892908.1611,7.767786349,944.9381785,69.82807559,176.7323668,100,Education,12,564.7055859,4,Public_or_other,Public_Sector,No,1,813.5716143
Turquoises,10,398.1828021,54104.22645,30-45,17759.34359,Yes,655.9247512,Yes,Female,By_16:00,0.52926678,0.855870167,4653,391.4015023,65.27659006,4859.13876,344.7381461,76.98154827,19.78386975,5.347,50335.29288,Maybe,166165.1319,3.518325605,407.6335755,46.79922163,132.7276007,70,Social,9,144.8821395,2,Foot_or_bicycle,Services_or_Retail,No,0,525.8000831
Yellows,3,983.5705515,200785.9541,45_and_up,107827.9713,No,575.3926135,No,Male,By_16:00,0.453158435,0.364408852,7493,347.3669581,51.44577948,6818.929698,650.3896336,14.9515379,18.63778308,6.507,47470.42757,Yes,375057.7397,9.912066315,612.4195782,43.85304123,327.8568505,100,Education,14,212.9227467,2,Motorcycle_or_truck,Industry_or_other,Yes,2,403.0407869
Khakis,4,978.7102324,153983.879,30-45,106766.65,No,703.049367,Yes,Female,By_16:00,0.693273229,0.6665228,4399,466.0866814,12.97607834,5652.177524,775.5817522,87.71053867,21.58904077,5.601,56184.02194,Maybe,222784.3928,2.825066401,472.0004161,56.18295125,326.2367441,70,Social,6,51.74025908,2,Motorcycle_or_truck,Student_or_Unemployed,Yes,0,472.7426243
Yellows,1,26.50618021,4536.397728,45_and_up,96.89956997,No,695.6601189,No,Female,After_16:00,0.823220799,0.309363974,4666,504.5178166,24.46392518,6143.382823,774.93904,69.41289587,22.46147405,9.334,57841.34371,Maybe,263615.2106,2.088931624,513.434719,83.79250534,8.835393402,60,Financial,10,120.336444,1,Foot_or_bicycle,Student_or_Unemployed,No,0,380.5012242
Violets,5,262.8883448,67036.16835,45_and_up,7776.549654,No,941.007261,No,Female,After_16:00,,0.690077804,6898,672.4798435,66.719522,8994.918652,140.2030876,53.48230749,25.93221632,9.102,78730.00508,Maybe,585218.7217,8.926494115,764.9958965,6.695119501,87.62944828,80,Healthcare,12,316.7274607,2,Motorcycle_or_truck,Student_or_Unemployed,Yes,1,518.5516245
Turquoises,5,,42682.04751,30-45,9585.392512,No,678.3191816,Yes,Female,By_16:00,0.389992917,0.623464765,8896,433.9580619,42.99851018,5252.072518,908.76454,30.10583771,20.83166009,1.104,53389.81747,Yes,192208.2729,2.433068377,438.4156394,53.21199868,97.35521198,100,Education,14,91.11675114,1,Motorcycle_or_truck,Student_or_Unemployed,No,0,487.8307239
Browns,5,130.0390579,29225.76441,45_and_up,1932.25264,Yes,1038.479395,No,Female,After_16:00,0.54275985,0.845282861,3146,608.0484806,69.46252158,7958.478414,,98.58409124,24.65863907,12.854,79601.27654,No,454597.0766,5.649656053,674.2381453,70.76737168,43.34635264,60,Financial,12,403.5787149,3,Motorcycle_or_truck,Student_or_Unemployed,No,1,847.6238968
Turquoises,5,207.5745577,23102.31553,45_and_up,4866.657854,Yes,617.1391668,Yes,Female,By_16:00,0.268901423,0.609732194,4525,426.054765,50.04859669,4191.00363,527.0277481,75.09379946,20.64109408,5.475,48974.34428,Yes,111482.1381,3.443326494,333.88941,13.73116509,69.19151924,100,Education,16,207.2211699,2,Public_or_other,Student_or_Unemployed,No,0,400.6018746
Blues,6,2028.492752,418815.2898,30-45,457884.2583,Yes,803.2273672,No,Female,After_16:00,0.506024095,0.892950356,4456,543.4002678,2.996871225,7280.788007,263.5624574,53.53058258,23.31094738,9.544,65604.25369,Yes,383654.8079,4.946059617,619.3987471,69.65279225,676.1642508,90,Environment,13,127.1199695,1,Motorcycle_or_truck,Student_or_Unemployed,Yes,0,504.4545028
Whites,9,111.4348953,19154.76006,30-45,1426.893398,Yes,642.8179499,No,Female,After_16:00,0.74912074,0.174755776,6263,404.5311258,54.12322294,5965.820376,497.5747205,37.62888657,20.11295915,3.737,51578.90723,Yes,265921.5435,4.692100883,515.6758124,48.54349089,37.14496511,100,Education,11,106.9787009,3,Car,Hightech,Yes,0,454.3447109
Browns,3,687.4310433,183365.9174,45_and_up,52745.97026,No,1181.754719,No,Male,After_16:00,0.869484211,,7819,728.2973315,99.9893618,9458.81914,879.9299782,63.28522717,26.98698448,8.181,92395.7524,Maybe,640355.9659,0.462447617,800.2224477,59.64919424,229.1436811,100,Education,15,544.3645792,5,Public_or_other,Hightech,Yes,2,892.529751
Yellows,7,1085.377432,183804.8637,Below_30,131265.5892,No,463.2761875,No,Male,By_16:00,0.31701576,0.683426793,4107,280.1223661,59.30363964,5640.639574,832.5443168,56.42972686,16.73685652,9.893,38423.11756,Yes,258104.1175,3.902034129,508.0394842,90.60770699,361.7924775,60,Financial,9,283.8143985,2,Foot_or_bicycle,Public_Sector,No,2,320.7242191
Greens,4,689.5782852,69430.08793,30-45,53075.21626,Yes,844.188401,Yes,Female,By_16:00,0.94784569,0.645340625,3445,522.3188539,,4065.183283,774.6238951,43.95287153,22.85429618,6.555,62739.65072,Yes,91236.95568,4.580017566,302.0545575,83.95671707,229.8594284,100,Education,14,273.7633051,2,Foot_or_bicycle,Student_or_Unemployed,No,0,687.7919534
Browns,9,346.9105843,96666.8193,Below_30,13497.52058,Yes,1145.256298,No,Female,By_16:00,0.297172786,0.078812065,4447,707.7441119,51.40858099,9775.004221,382.4865043,,26.60346052,11.553,90366.51226,No,698815.0771,5.661933194,835.9515997,85.16928139,115.6368614,60,Financial,10,527.3419065,3,Foot_or_bicycle,Hightech,No,,849.3828744
Yellows,3,1022.806539,101575.7385,30-45,116587.9595,No,599.9567425,Yes,Female,By_16:00,0.450067676,0.567745114,7149,,74.38080835,3566.54786,183.0676508,23.33302416,17.13510689,6.851,42625.7909,No,88763.71998,7.927604888,297.9324084,49.87417224,340.9355129,70,Social,9,309.7294468,1,Car,Hightech,Yes,0,611.8256048
Blues,5,1392.974858,4892.607227,,216071.9866,No,1028.39986,Yes,Male,After_16:00,0.87996081,0.604810996,5097,638.5484913,43.49662575,1382.46731,549.5352193,42.06104141,25.26951704,8.903,72085.02452,No,111.0290589,0.086201469,10.53703274,96.9440931,464.3249527,100,Education,16,650.4166718,0,Car,Hightech,Yes,0,905.3050287
Greys,3,741.0009324,124801.6544,Below_30,61266.15385,Yes,679.6267389,No,Male,By_16:00,0.545153183,0.718542378,6816,494.4382665,6.337521179,6041.568733,423.4113269,87.93933282,22.23596786,5.184,56613.4854,Yes,255296.9846,9.612455594,505.26922,75.94544101,247.0003108,30,Military,6,132.0117528,2,Public_or_other,Services_or_Retail,No,1,368.2107541
