Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,Avg_lottary_expanses,Age_group,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Avg_size_per_room,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_education_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_government_satisfaction,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Most_Important_Issue,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Financial_agenda_matters,Num_of_kids_born_last_10_years,Overall_happiness_score,Vote
2.0,220.75422540000002,18770.317769999998,2.0,5498.298970000001,1.0,792.1482082,1.0,,0.0,0.013260551,0.620438159,,500.37946789999995,28.84430441,3551.602671,388.4496773,35.49322577,22.36916333,2.3,58916.51127,0.0,65068.03762,1.273397915,255.0843735,49.8093643,73.58474182,80.0,4.0,11.0,278.5060856,4.0,2.0,0.0,1.0,1.0,632.5964993,2.0
9.0,685.5394882999999,71023.64817,1.0,52456.77872,1.0,806.7720267000001,1.0,1.0,1.0,0.157173982,0.7571954320000001,8017.0,499.82469019999996,71.46240834,4107.726277000001,513.9523142,76.78211106,22.35675938,1.983,60258.761620000005,0.0,96601.41993999999,1.526866211,310.8076896,6.735878717,228.5131628,,1.0,13.0,242.4996215,3.0,3.0,4.0,1.0,2.0,651.6980731000001,2.0
10.0,86.54925044,7372.156738,2.0,871.1578337000001,1.0,787.2178802999999,1.0,1.0,0.0,0.070835762,0.124591996,7997.0,507.5869068,43.46102488,3570.536235,857.2493829,85.42116433,22.52968945,2.003,58973.5265,2.0,65298.77102000001,6.843552848,255.5362421,80.41806002,28.84975015,60.0,2.0,9.0,268.0448753,4.0,3.0,2.0,1.0,1.0,609.6720799,2.0
3.0,196.3664936,735.5446028,1.0,4359.8777,1.0,29.85066563,1.0,1.0,1.0,0.54448463,0.631496068,5871.0,28.75949419,38.10503429,169.8922231,54.80855866,97.0728003,5.362787912,10.129,2622.5899059999997,1.0,126.27743889999999,8.235500148,11.23732347,59.64433465,65.45549788,60.0,2.0,8.0,839.8226781,3.0,3.0,0.0,1.0,1.0,5.686777022999999,1.0
4.0,123.6510588,7160.053433,1.0,1750.059725,1.0,377.6159501,1.0,0.0,0.0,0.25431226100000004,0.09496929300000001,4511.0,295.539925,31.05924439,2328.2392809999997,862.0172233999999,5.622476828,17.19127468,11.489,30932.2525,2.0,30177.228880000002,5.918835385,173.71594309999998,65.85182196,41.21701961,60.0,2.0,8.0,495.26453839999994,1.0,0.0,2.0,0.0,0.0,188.5168465,1.0
6.0,608.2280151000001,194441.1172,0.0,41317.3336,0.0,1374.5192849999999,0.0,0.0,1.0,0.9403705290000001,0.21889579899999997,5345.0,887.8486234,71.07844206,11366.234629999999,404.36367989999997,88.50889946,29.79678881,10.655,109391.1103,1.0,919784.0727,1.347052418,959.0537382000001,21.857052300000003,202.7426717,70.0,7.0,9.0,756.260521,2.0,2.0,0.0,1.0,0.0,959.1003009,1.0
6.0,724.8002586,90705.38622999999,1.0,58622.20174,1.0,695.4086183,1.0,1.0,0.0,0.656521628,0.449358851,6322.0,419.6685853,,4593.697843999999,845.9675487,68.77031014,20.48581424,3.678,52843.41107,0.0,140952.2406,3.65461878,375.4360673,29.941682399999998,241.60008619999996,80.0,4.0,11.0,160.0268869,2.0,2.0,4.0,1.0,0.0,560.3265697,9.0
6.0,467.6849782,149552.5954,2.0,24469.14375,1.0,1258.359685,0.0,0.0,1.0,0.105966445,0.310506018,7204.0,795.4857552,16.99569479,11184.13373,10.488078699999999,54.85300208,28.20435703,8.796,100485.8168,0.0,920287.6135,8.943296613,959.3162218,18.34972557,155.8949927,90.0,1.0,15.0,672.8431410000001,1.0,2.0,0.0,0.0,0.0,892.981767,1.0
10.0,,154302.0602,2.0,90372.46614,0.0,681.7141193,0.0,0.0,1.0,0.772795138,0.603287019,8872.0,503.59152819999997,13.54922296,6148.804021,415.26741160000006,61.80420162,22.44084509,5.127999999999999,57173.09247,2.0,264362.6615,9.968826685,514.1620965,63.41856304,300.103919,80.0,4.0,12.0,146.5988036,3.0,1.0,0.0,1.0,0.0,354.13106860000005,12.0
2.0,798.0825884999999,80526.26062999999,1.0,71046.67397999999,1.0,561.3256265,1.0,1.0,0.0,0.567615966,0.606663288,,295.2744235,84.92862228,3617.5386020000005,641.2841571,0.5636684829999999,17.18355096,2.718,40972.03886,1.0,91626.66976,8.874630522999999,302.69897549999996,5.610267492,266.0275295,80.0,4.0,8.0,285.9679824,0.0,0.0,0.0,0.0,0.0,530.6174956,11.0
9.0,192.7433582,22806.02978,0.0,4202.025802,1.0,609.2573677999999,1.0,1.0,0.0,0.7812803979999999,0.912868283,7868.0,396.10682389999994,35.40575015,4341.912583,658.5844602000001,85.28665227,19.90243261,2.1319999999999997,47717.189000000006,1.0,126003.6253,8.849220707,354.9698935,24.06240541,64.24778608,100.0,0.0,9.0,190.0369557,4.0,0.0,2.0,0.0,1.0,434.5284739,4.0
5.0,90.07914565,7849.232529000001,0.0,941.6099908,1.0,846.0196245999999,1.0,0.0,1.0,0.124453044,0.19286205899999997,9640.0,524.5842086,23.42218293,3663.2804200000005,538.4667264,66.93705809,22.90380336,0.36,62407.35207000001,1.0,68335.81565,8.569069956,261.4112003,6.506774784,30.02638188,100.0,0.0,15.0,309.43718789999997,1.0,2.0,2.0,1.0,0.0,695.5054338,2.0
7.0,357.4284622,57209.91261,0.0,14324.15455,1.0,706.5768927,1.0,0.0,1.0,0.866571878,0.8367365109999999,5477.0,470.1456646000001,62.65352734,5742.084022999999,709.3547547999999,18.40303834,21.68284263,4.523,56604.38266,1.0,230572.1307,0.45464065600000003,480.1792694,49.69074626,119.14282069999999,70.0,7.0,13.0,46.19015987,4.0,2.0,3.0,1.0,0.0,470.8557353,9.0
9.0,842.4381446000001,134336.0165,2.0,79146.59355,1.0,650.7731259,1.0,1.0,1.0,0.34480386399999996,0.19546073100000003,7236.0,428.6176221,68.96115751,5641.064802000001,916.2294762,85.05586153,20.70308243,2.764,52412.15266,2.0,228850.2523,0.798618952,478.3829557,73.78403244,280.81271489999995,80.0,4.0,8.0,99.35602854,2.0,0.0,0.0,0.0,2.0,434.3579408,4.0
1.0,553.824515,79253.98337,1.0,34274.78522,0.0,686.8037644999999,1.0,1.0,1.0,0.7666706109999999,0.34353781,4807.0,473.28549969999995,37.99744355,5239.662829999999,459.10143389999996,35.01796799,21.75512583,7.193,55185.227329999994,2.0,184306.3747,1.770923354,429.30918310000004,16.03899011,184.60817169999999,30.0,5.0,6.0,99.13836253,2.0,2.0,2.0,1.0,2.0,435.8317929,3.0
4.0,345.3644849,1756.389604,2.0,13378.0801,0.0,69.01406016,1.0,1.0,1.0,0.617282965,0.067773659,8781.0,53.3978286,15.76591742,259.3640029,545.8406332999999,39.48344882,7.307381788,7.218999999999999,5424.9877,0.0,232.77100099999998,1.7861254069999999,15.25683457,49.11515294,115.121495,90.0,1.0,11.0,804.4121612,3.0,2.0,2.0,1.0,0.0,38.86066192,1.0
7.0,766.8008013,130197.367,1.0,65597.09681,1.0,663.5901166,0.0,1.0,0.0,0.440958862,0.95937201,3382.0,424.78063480000003,75.65273324,5943.349647999999,424.7193225,86.34370896,20.61020705,6.617999999999999,53237.97545,0.0,259466.8004,7.858595077,509.37883780000004,28.83879093,255.6002671,70.0,7.0,6.0,85.38418305,4.0,2.0,4.0,0.0,1.0,460.69932300000005,4.0
1.0,215.6904026,66481.42531,2.0,5251.046775,1.0,1284.330334,0.0,0.0,0.0,0.708778311,0.739856363,5000.0,824.3928176,69.42717887,10895.57054,101.632375,14.02586112,28.712241600000002,11.0,102366.7714,2.0,855030.3111,8.763340232000001,924.6784907,36.19438165,71.89680086,80.0,4.0,11.0,667.4105722999999,1.0,0.0,1.0,1.0,1.0,899.8178978,1.0
1.0,115.9180044,16480.482509999998,1.0,1541.637528,1.0,612.8770413,1.0,0.0,1.0,0.8848760090000001,0.645374584,6290.0,385.4711244,25.32011408,5036.150901,777.9568214999999,87.68105467,19.63341856,3.71,48360.38803,1.0,181920.0485,7.807525407999999,426.5208652,57.66444004,38.63933479,70.0,7.0,10.0,146.1759392,2.0,3.0,1.0,1.0,0.0,446.60188560000006,9.0
4.0,328.155832,68866.79131,0.0,12084.52418,1.0,768.7441587000001,0.0,1.0,0.0,0.381419037,0.098742847,3063.0,455.9596943,52.78817357,7207.720156999999,49.33575774,14.24230454,21.35321274,8.937000000000001,60769.06845,2.0,396371.0731,2.860556087,629.5800767999999,86.73148559999998,109.3852773,40.0,3.0,7.0,164.2660404,,3.0,2.0,0.0,0.0,590.8448523,8.0
4.0,94.11204525,10321.32309,2.0,1025.4903550000001,0.0,652.7220411000001,1.0,1.0,0.0,0.8014438890000001,0.17418553399999998,7399.0,381.0166183,43.37513703,4052.1507979999997,768.0988689,,19.51964698,2.6010000000000004,48812.20114,1.0,108248.7357,5.14005936,329.0117561,58.69069216,31.37068175,100.0,0.0,12.0,215.1504971,1.0,0.0,4.0,1.0,1.0,553.811818,9.0
6.0,238.57856,735.8796907000001,1.0,6413.940552,1.0,44.08832376,1.0,0.0,0.0,0.599400786,0.317331866,6461.0,40.606050399999994,90.01079889,173.7451043,161.2126823,67.12507117,6.37228769,9.539,3710.197363,1.0,85.62356733,2.6082394669999998,9.253300348,80.28871373,79.52618666,90.0,1.0,15.0,829.9489112000001,0.0,3.0,1.0,0.0,1.0,13.23509672,1.0
5.0,76.79987093,285.3728379,1.0,690.9577542000001,1.0,476.41527189999994,1.0,1.0,1.0,0.568752645,0.753511976,3852.0,438.7864692,64.64768625,989.0468904999999,718.7372657999999,56.08558701,20.94723058,12.148,38990.48792,0.0,124.2644201,9.972530804,11.14739521,75.84475221,25.59995698,100.0,0.0,15.0,598.1559133,3.0,0.0,2.0,1.0,0.0,160.78542030000003,1.0
,126.48843290000002,11440.80021,2.0,1829.865441,0.0,810.4509508,1.0,1.0,0.0,0.288511174,0.40291293899999997,8071.0,506.4947331,37.20231836,3726.470836,872.4142732,85.60398491,22.50543786,1.929,60196.157329999995,2.0,73629.81143999999,1.475816129,271.348137,24.17335417,42.16281098,60.0,2.0,8.0,276.2802986,1.0,1.0,4.0,1.0,0.0,,2.0
8.0,632.154898,78232.52375,2.0,44622.91998,0.0,725.3822169,1.0,0.0,1.0,0.286949384,0.8845552459999999,7063.0,474.51170240000005,76.76656581,,383.24428439999997,22.30044261,21.78328952,2.937,56287.43112000001,1.0,137838.3851,8.195715058,371.2659223,51.60020122,210.7182993,60.0,2.0,9.0,133.1293975,3.0,0.0,4.0,0.0,0.0,522.3901850999999,9.0
9.0,189.6514115,171.0810958,0.0,4069.62357,0.0,8.985969229,1.0,1.0,1.0,0.599587406,0.693345843,4742.0,9.285548236,51.99703802,45.63355191,324.25924460000005,43.91958008,3.047219755,11.258,,2.0,7.323764945,9.45268048,2.7062455439999997,48.10972956,63.21713717,100.0,0.0,16.0,858.7115712000001,1.0,1.0,2.0,1.0,0.0,0.7167025229999999,1.0
2.0,127.81009479999999,19700.84885,0.0,1867.650068,0.0,671.1188281000001,1.0,0.0,0.0,0.811162353,0.13959763,4491.0,440.8582368,2.474749647,5505.963617,485.7934818,61.48922197,20.99662442,5.5089999999999995,53622.660489999995,0.0,213836.6164,1.05832804,462.4247143,8.567906939,42.60336492,90.0,1.0,8.0,82.62807873,2.0,1.0,1.0,1.0,4.0,456.20788710000005,4.0
7.0,189.8607229,29978.867939999996,2.0,4078.519583,1.0,794.7130637,1.0,1.0,0.0,0.886457078,0.233771652,8372.0,551.277092,17.81254173,,240.37627740000002,9.037831449,23.47929071,3.628,63709.94921,1.0,224389.5912,5.0994720010000005,473.6977847,93.01156872,,30.0,5.0,6.0,57.67883762,,0.0,1.0,1.0,4.0,502.3878048,3.0
4.0,61.03650114,3822.179175,1.0,444.28488600000003,1.0,513.6484984,1.0,1.0,0.0,0.75807426,0.085482241,8180.0,371.040548,78.25393435,2620.717209,722.655189,56.61170073,,7.82,40279.50486,2.0,35292.73645,8.404660646,187.8636113,80.67351489,20.34550038,100.0,0.0,14.0,381.8332475,4.0,2.0,2.0,1.0,0.0,321.8512882,1.0
4.0,83.79309398,13676.04942,,818.0735424,1.0,694.2768507000001,1.0,0.0,1.0,0.176345162,0.455474882,3124.0,462.4310478,77.78018131,5821.22602,480.83711830000004,32.71753667,21.50421,6.876,55858.06484,,239743.7968,2.906337583,489.6363924,56.60299817,27.93103133,70.0,7.0,7.0,57.11259241,1.0,2.0,0.0,1.0,1.0,458.25053669999994,11.0
6.0,365.3954564,86033.06757,0.0,14966.66954,1.0,927.4423662999999,0.0,1.0,0.0,0.7067275,0.7477189740000001,4675.0,660.0867449,28.71059389,8383.731566,353.502027,54.0171125,25.69215337,5.325,76900.50922,0.0,498938.527,9.009965273999999,706.3558077,27.68790859,121.7984855,,1.0,10.0,262.4091576,0.0,1.0,2.0,1.0,0.0,525.4574303999999,6.0
5.0,486.6458947,145424.6827,2.0,26486.01828,1.0,1322.276893,0.0,1.0,0.0,0.5487875879999999,0.16900198100000002,7187.0,870.7662458999998,33.85108153,10706.45037,350.6798879,73.05138148,29.50874863,8.812999999999999,,2.0,803697.5248,7.90239058,896.4917874,55.33159862,162.21529819999998,80.0,4.0,10.0,673.0370012999999,1.0,0.0,4.0,1.0,0.0,897.876185,1.0
1.0,283.37778760000003,89265.99363,2.0,9027.011542,0.0,1410.697296,0.0,1.0,1.0,0.131451035,0.586821509,8211.0,908.4569431,48.68597849,11267.12462,424.4813647,93.0174025,30.14061949,7.789,111676.7749,0.0,893064.8282,6.23695676,945.0210729,62.82980943,94.45926254,70.0,7.0,13.0,782.3405468999999,4.0,1.0,2.0,1.0,1.0,997.1678807,1.0
5.0,1000.9714230000001,158647.9791,0.0,111670.7449,1.0,638.1884417,1.0,1.0,1.0,0.676237493,0.283784253,9033.0,406.9490047,82.95726709,5568.71844,116.0560595,39.38196246,20.17297709,0.9670000000000001,50960.87723,0.0,226083.1732,6.549430407999999,475.482043,61.11611896,333.65714110000005,60.0,2.0,6.0,109.0132957,3.0,2.0,1.0,1.0,2.0,448.77226629999996,4.0
4.0,809.1238261,87879.25843,2.0,73022.08194,1.0,678.2703176,1.0,0.0,0.0,0.269580624,0.10335539699999999,9496.0,438.26340489999995,12.97357571,4134.838662,748.7212187000001,59.76067765,20.93474158,0.504,52157.70873,2.0,106165.9613,3.523996677,325.8311852,14.59825304,269.707942,70.0,7.0,12.0,184.8037731,2.0,3.0,3.0,0.0,0.0,502.50026940000004,9.0
5.0,530.0480249,159381.6309,2.0,31403.450310000004,1.0,1260.949624,0.0,1.0,1.0,0.793760722,0.90101384,8460.0,757.4950848999999,49.50808971,10535.77452,561.0840537,96.03843139,27.5226286,7.54,98428.76555,0.0,813745.5023,0.136508581,902.0784347000001,67.45688664,176.682675,70.0,7.0,10.0,675.6090052999999,3.0,2.0,1.0,0.0,0.0,977.9924074999999,1.0
7.0,183.7813492,59312.718239999995,0.0,3824.103152,0.0,1460.713682,0.0,0.0,0.0,0.16945856399999998,0.670196662,3380.0,962.9074892000001,9.573285258,11607.87224,717.5227806,40.80132314,31.0307507,12.62,116366.8094,0.0,937422.3286,9.903775044,968.2057264,60.23636716,61.26044974,100.0,0.0,12.0,823.4575616000001,1.0,0.0,1.0,0.0,0.0,994.5527374,1.0
6.0,345.68278139999995,54433.48899,1.0,13402.625970000001,0.0,704.6410881,1.0,1.0,1.0,0.840293471,0.9429690740000001,4803.0,459.44242019999996,77.73681555,5642.8825560000005,97.57225611,97.77222222,21.434607999999997,5.197,56005.72464,0.0,223161.5442,4.946367277,472.3997716,31.64785944,115.22759380000001,60.0,2.0,5.0,50.55083389,1.0,2.0,3.0,1.0,2.0,487.80586550000004,4.0
8.0,186.31186169999998,30892.258830000002,2.0,3929.005043,0.0,849.6071800000001,1.0,0.0,0.0,0.926108422,0.8805632940000001,7976.0,607.465413,42.57795201,6189.21296,704.2913424999999,20.97434539,24.64681345,4.024,68698.20507000001,0.0,247434.8275,6.4576523120000004,497.42821339999995,99.14367329,62.1039539,30.0,5.0,7.0,107.680107,2.0,0.0,0.0,0.0,0.0,506.2909739,3.0
8.0,452.21193669999997,149974.8909,1.0,22882.47461,1.0,1228.2458869999998,0.0,0.0,0.0,0.6953555859999999,0.64303732,6390.0,753.3927759,39.88180547,11456.20608,632.1024711,56.83278078,27.44800131,9.61,97917.55342000001,0.0,989909.689,0.37961864799999995,994.9420531,87.3469695,150.7373122,100.0,0.0,13.0,685.7802696,2.0,1.0,3.0,1.0,1.0,901.3963669999999,1.0
7.0,417.2096287,94076.55597,1.0,19489.50035,0.0,1066.921619,0.0,0.0,0.0,0.393612413,0.361040473,6932.0,719.6961144999999,95.94640117,8204.089122,660.6340725,49.77348568,26.82715256,9.068,85246.88866,0.0,457611.2406,6.6027892260000005,676.4696894,9.4238461,139.06987619999998,60.0,2.0,11.0,,5.0,3.0,2.0,0.0,0.0,703.0962949,7.0
2.0,703.0675570000001,98355.51775,1.0,55167.02138,0.0,648.1670917,1.0,1.0,1.0,0.043274874000000005,0.12012245099999999,5297.0,410.34141689999996,95.99028798,5017.527792,974.8618219,84.48744572,20.25688567,4.703,50858.95266,2.0,176135.0761,2.795704901,419.6844959,50.93665968,234.3558523,90.0,1.0,12.0,123.19329029999999,1.0,3.0,2.0,0.0,0.0,473.7827338000001,9.0
9.0,568.9476383,100899.1394,2.0,36166.47312,0.0,818.1426259,0.0,1.0,0.0,0.850735444,0.101098385,8332.0,585.0225422,86.43238465,6490.348709000001,523.5618574,27.96095936,24.18723924,3.668,66813.60742,0.0,283056.3066,0.012890836000000001,532.0303625,20.70821803,189.64921280000002,40.0,3.0,9.0,93.76154373,2.0,1.0,2.0,0.0,0.0,476.83860350000003,3.0
6.0,129.6542274,28300.2693,0.0,1921.020152,1.0,1016.567827,,1.0,0.0,0.370311816,0.18367378,5590.0,561.8387805,8.134971256,7671.925898,27.89945831,99.40697886,23.70313862,10.41,76568.92491,2.0,428795.5628,9.212928567999999,654.8248337,75.31001472,43.218075799999994,60.0,2.0,12.0,424.93175139999994,3.0,3.0,3.0,0.0,1.0,890.8608824999999,1.0
1.0,70.74152084,8846.929679,1.0,589.6208148,0.0,387.514696,1.0,0.0,0.0,0.579722498,0.715021938,7900.0,317.3992184,51.98174017,4386.5963520000005,757.9672616,92.41487498,17.81570146,8.1,34729.51526,0.0,140759.8759,4.332949815,375.1797915,13.50714625,23.58050695,60.0,2.0,10.0,432.21002300000004,3.0,0.0,0.0,0.0,2.0,128.67484040000002,7.0
3.0,81.40664446,5715.727390999999,2.0,773.4735216,1.0,435.6624643,1.0,0.0,1.0,0.854763171,0.774397468,7623.0,384.31339410000004,81.70686464,2874.988288,672.2117397000001,92.47788042,,8.377,37486.85863,1.0,44367.58769,0.869618645,210.63615,93.31438416,27.13554815,80.0,4.0,10.0,478.08914510000005,2.0,0.0,3.0,1.0,0.0,137.43358930000002,1.0
10.0,1040.564483,242930.2607,1.0,120665.1264,0.0,883.3965651000001,0.0,1.0,1.0,0.834571891,0.960070478,3785.0,594.6373721,38.10435147,8193.076947,878.3999251,77.53455695,24.38518755,10.215,72273.95929,2.0,490532.453,7.356500761,700.3802203,90.04696261,346.8548278,90.0,1.0,13.0,228.66136769999997,1.0,0.0,2.0,0.0,0.0,556.3698164,0.0
5.0,428.04880210000005,70650.23327000001,1.0,20511.1026,0.0,695.602802,1.0,0.0,0.0,0.41329343700000004,0.001157622,4400.0,430.22967980000004,11.8656948,5812.013919,287.2782026,58.96149557,20.74197868,5.6,54744.522189999996,2.0,245178.9256,9.609765864,495.15545599999996,8.227312425,142.68293400000002,100.0,0.0,10.0,72.15832236,2.0,3.0,3.0,0.0,0.0,517.7610893,11.0
1.0,329.75021949999996,51099.06323,2.0,12201.606440000001,1.0,454.5737368,1.0,1.0,0.0,0.080878351,0.17858575100000001,6662.0,326.4249756,58.56585337,5301.738129,,96.22505161,18.06723486,9.338,39275.017289999996,2.0,216121.6129,5.4677545610000005,464.8888177,63.26642411,109.9167398,90.0,1.0,14.0,324.0624381,2.0,2.0,4.0,1.0,0.0,228.6047539,7.0
5.0,71.82130456,7815.831304,1.0,607.0848557,1.0,852.6811976,1.0,1.0,1.0,0.491164823,0.573965771,4301.0,528.4301889999999,58.36783191,4321.55935,629.0293352000001,81.94055827,22.98760947,5.699,63668.967110000005,2.0,106582.5937,8.967334912,326.4698972,23.97422255,23.94043485,90.0,1.0,15.0,258.0735244,2.0,0.0,2.0,1.0,0.0,688.8940755,2.0
7.0,314.5447023,103151.4002,2.0,11108.00043,0.0,1393.846047,0.0,0.0,0.0,0.291541355,0.674949749,4749.0,922.7348274,98.46395024,11683.63251,450.09511150000003,32.81356669,30.37655062,11.251,111933.8044,2.0,967894.484,7.177575524,983.8162857000001,,104.84823409999998,80.0,4.0,13.0,,3.0,2.0,4.0,1.0,0.0,,1.0
3.0,847.3699582,84692.02162999999,0.0,80074.21733,1.0,820.9778686000001,1.0,1.0,1.0,0.17878032100000002,0.268400684,7581.0,522.863985,31.34342579,4044.135719,640.5701374,23.57207204,22.8662193,2.419,61665.557389999994,1.0,89904.49029,5.162681274,299.8407749,20.23145498,282.45665269999995,90.0,1.0,14.0,245.80529840000003,4.0,0.0,2.0,0.0,1.0,640.8324093,2.0
10.0,363.1401075,59593.0646,2.0,14783.35089,1.0,689.1326598999999,1.0,0.0,0.0,0.860487308,0.8871417640000001,3525.0,453.5734699,45.99762841,5830.293409000001,134.3056564,92.7098684,21.29726438,6.475,55312.73992000001,1.0,242373.7116,3.755384476,492.31464689999996,57.63693578,121.0467025,90.0,1.0,8.0,59.63416516,1.0,3.0,3.0,1.0,0.0,463.37014460000006,4.0
4.0,,20119.86033,1.0,1813.6124920000002,0.0,717.8187116,1.0,1.0,0.0,0.051818007,0.320209407,3098.0,434.1912401000001,45.15964247,5662.032324,552.7662176,56.540551199999996,20.83725606,6.902,55723.5684,0.0,229790.7883,6.862318823,479.36498439999997,92.03585407,41.97190239,80.0,4.0,12.0,90.2562339,1.0,1.0,3.0,0.0,0.0,558.2201941000001,9.0
1.0,202.4109292,26886.7592,2.0,4629.713004,0.0,777.8508065000001,1.0,1.0,1.0,0.638644188,0.163988981,9866.0,508.1328126,49.67247089,5001.242026,411.2098711,69.34532081,22.54180145,2.134,60336.4344,1.0,158800.3692,6.725405939,398.4976401,90.81116952,67.47030972,50.0,6.0,9.0,118.88772949999999,1.0,1.0,4.0,1.0,0.0,561.3630222999999,8.0
10.0,460.40589860000006,,0.0,23716.0899,1.0,840.4506984,0.0,1.0,0.0,0.49034554399999997,0.9319576009999999,4144.0,521.2032368,52.40707633,6433.093971,598.5838712999999,54.0107324,22.82987597,7.856,65463.629570000005,0.0,290595.1169,0.167774034,539.0687497,57.53603289,153.46863290000002,40.0,3.0,9.0,142.05577130000003,2.0,3.0,0.0,1.0,0.0,634.9218207,8.0
4.0,1677.920585,307474.5213,2.0,313393.4724,1.0,578.4259255,0.0,0.0,0.0,0.859059925,0.510371146,4446.0,448.28028319999993,20.52527308,6393.981434,960.3827589,5.0178093839999995,21.17263052,9.554,50728.013380000004,2.0,302216.36199999996,8.628278286,549.7420867999999,79.65269980000001,559.3068617,90.0,1.0,14.0,269.7216415,4.0,3.0,0.0,0.0,5.0,239.9989238,0.0
1.0,355.9860478,46327.05258,1.0,14209.33604,0.0,650.1145699,1.0,1.0,0.0,0.7604870979999999,0.6770781020000001,9873.0,381.97331410000004,13.65877129,4668.0647420000005,582.7379315000001,54.451537300000005,19.54413759,0.127,49490.5466,2.0,152421.3825,4.710239521,390.4118114,96.47929417,118.6620159,60.0,2.0,10.0,164.73211799999999,4.0,3.0,2.0,0.0,0.0,534.5948122,9.0
3.0,61.49530604,3767.606086,2.0,450.684287,1.0,616.0626556,1.0,1.0,0.0,0.117018135,0.14637879999999998,9856.0,321.2751951,35.48164335,2480.547302,415.08743660000005,93.53771736,17.92415117,4.144,43019.22086,0.0,33782.32648,2.934298648,183.79969119999998,57.14619779,20.49843535,70.0,7.0,13.0,381.6157507,4.0,2.0,4.0,1.0,0.0,617.0700217,12.0
4.0,264.8549214,81996.63633,1.0,7892.521570999999,0.0,1210.8384230000001,0.0,0.0,0.0,0.75879399,0.067709855,6841.0,938.7532767000001,9.916759236,11165.22935,997.8154294999999,91.21400674,30.63908087,9.158999999999999,103451.2202,1.0,862617.9467,9.842162866,928.7722792000002,14.42440958,88.28497379,60.0,,12.0,615.2084607999999,1.0,0.0,3.0,1.0,0.0,546.1664912,10.0
1.0,908.9519263000001,114541.3838,2.0,92112.27335,0.0,605.4216847,1.0,0.0,1.0,0.996442443,0.817603146,9449.0,408.5480751,1.0678862690000002,4597.539772,587.1884616,88.49199011,20.212572199999997,0.551,48307.10328,2.0,,8.91513573,378.0443622,5.280065723,302.98397539999996,100.0,0.0,14.0,182.3926065,3.0,0.0,2.0,1.0,3.0,399.8479618,9.0
10.0,65.80569288,4470.652665,0.0,513.0895882,0.0,519.0468702,1.0,1.0,0.0,0.278669645,0.769797863,7298.0,289.2894701,47.68169313,2616.694095,791.9881491,82.17998827,17.0085117,8.702,37569.99237,0.0,41539.13385,5.844898676000001,203.8115155,36.70222398,21.93523096,80.0,4.0,12.0,364.2439012,1.0,0.0,2.0,1.0,0.0,476.6103911,10.0
1.0,199.8826745,5698.572419,0.0,4515.859065,1.0,515.0404008,1.0,1.0,0.0,0.017756176999999998,0.266570156,6355.0,397.50694039999996,58.35921457,1650.301479,920.8886315999999,79.40013940000001,19.93757609,9.645,40096.182960000006,1.0,7315.168754,3.991470234,85.52875981,29.40799082,66.62755816,100.0,0.0,14.0,472.55968089999993,,3.0,1.0,1.0,0.0,297.462557,1.0
4.0,40.51410618,12539.84706,1.0,205.88167980000003,1.0,1173.987673,0.0,0.0,0.0,0.8337039540000001,0.847098685,5503.0,734.8822522999999,1.593620935,10755.30595,395.07896339999996,88.91895479,27.10871174,10.497,93883.95929,0.0,862212.7988,0.96088656,928.5541442,73.24690593,13.50470206,90.0,1.0,13.0,595.0399955,4.0,1.0,0.0,1.0,2.0,839.4764634,1.0
7.0,896.0066902000001,2422.8060010000004,0.0,89511.77877,0.0,43.68461912,1.0,0.0,1.0,0.396561832,0.533316974,9904.0,37.70314879,61.88538524,156.52642849999998,117.17738929999999,51.59706101,6.140288982,6.096,3565.422985,2.0,65.80475645,9.364840859,8.112013095,35.90435667,298.66889669999995,70.0,7.0,11.0,829.5244051,0.0,3.0,4.0,0.0,0.0,17.88116781,1.0
7.0,229.37296969999997,26319.525569999998,0.0,5932.230904999999,1.0,575.3485319,1.0,0.0,0.0,0.029508324,0.745966035,8415.0,383.58833369999996,7.43294647,4209.542906000001,888.0786519,64.08304863,19.58541125,1.585,45541.07628,2.0,118498.8532,7.885256302999999,344.23662379999996,73.19778893,76.45765657,80.0,4.0,7.0,222.73274819999997,5.0,3.0,1.0,1.0,0.0,391.3907385,4.0
1.0,377.48230930000005,123329.6621,0.0,15968.3712,0.0,1478.2880890000001,0.0,0.0,0.0,0.16285745599999998,0.47520514700000005,9629.0,988.3967271,86.73628459,11778.28553,547.3926794,48.70150955,31.43877744,,118307.2159,0.0,960692.4683,2.895675537,980.1492072000001,88.39940217,125.82743640000001,90.0,1.0,12.0,,1.0,2.0,1.0,1.0,0.0,981.432227,7.0
